1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29549264825,-0.080878761,1.276864995,-0.19725328775,0.987575016722222,0.00709642383333333,0.937710524777778,-0.289070094444444,1.0277896089,-0.0528997455,1.0221306741,-0.0882235596,1.03561497082353,0.0927817275294118,1.003822864,-0.197990224235294,0.964418131478261,0.00779657265217391,0.957590004956522,0.009302486,0.940881445235294,-0.0719885636470588,0.918526097588235,-0.163123021647059,1.12649707929412,-0.0644747031176471,1.10369940970588,-0.118849043647059,0.969654265666667,-0.0349771811666667,0.962275068611111,-0.0800394725,0.989526841733333,-0.105660291666667,0.899406212466667,-0.3579217818,0.8969232361,0.0987494668,0.74939054245,-0.45281052105,0.9971297608,0.1721114774,0.6181421842,-0.7479657989,1.15059544005882,0.150912998352941,0.652231991235294,-0.930114782470588,1.22700003010526,0.222606483,0.735565875842105,-0.953556810315789
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0308760306875,0.1049213084375,0.9986408289375,-0.1972532879375,0.964418131478261,0.00779657265217391,0.957590004956522,0.009302486,0.940881445235294,-0.0719885636470588,0.918526097588235,-0.163123021647059,1.12649707929412,-0.0644747031176471,1.10369940970588,-0.118849043647059,0.969654265666667,-0.0349771811666667,0.962275068611111,-0.0800394725,0.989526841733333,-0.105660291666667,0.899406212466667,-0.3579217818,0.8969232361,0.0987494668,0.74939054245,-0.45281052105,0.9971297608,0.1721114774,0.6181421842,-0.7479657989,1.15059544005882,0.150912998352941,0.652231991235294,-0.930114782470588,1.22700003010526,0.222606483,0.735565875842105,-0.953556810315789
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9262226485,-0.0775257009,0.9112708873,-0.1171974393,1.12649707929412,-0.0644747031176471,1.10369940970588,-0.118849043647059,0.969654265666667,-0.0349771811666667,0.962275068611111,-0.0800394725,0.989526841733333,-0.105660291666667,0.899406212466667,-0.3579217818,0.8969232361,0.0987494668,0.74939054245,-0.45281052105,0.9971297608,0.1721114774,0.6181421842,-0.7479657989,1.15059544005882,0.150912998352941,0.652231991235294,-0.930114782470588,1.22700003010526,0.222606483,0.735565875842105,-0.953556810315789
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0355912092,-0.0022108088,1.0294509082,-0.0937382998,0.989526841733333,-0.105660291666667,0.899406212466667,-0.3579217818,0.8969232361,0.0987494668,0.74939054245,-0.45281052105,0.9971297608,0.1721114774,0.6181421842,-0.7479657989,1.15059544005882,0.150912998352941,0.652231991235294,-0.930114782470588,1.22700003010526,0.222606483,0.735565875842105,-0.953556810315789
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996352839333333,0.160474707055556,0.602868496611111,-0.764803429055556,1.15059544005882,0.150912998352941,0.652231991235294,-0.930114782470588,1.22700003010526,0.222606483,0.735565875842105,-0.953556810315789
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21118207711111,0.237784785444444,0.741630876111111,-0.923763322555555
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992897615,-0.216266245,0.9543816618,-0.1665476078,0.968968414947368,0.0750123600526316,0.950337562210526,-0.0283138691578947,0.998460095423077,0.0634898982692308,0.968126469,-0.177922881461539,0.994104249266667,0.0060265014,0.9897218524,-0.0905612854,1.13061670484211,0.151007301736842,1.09338078026316,-0.158699882631579,0.941107703,0.148638885666667,0.918105679142857,-0.0766647719047619,1.01112066466667,0.0400636014285714,0.998735870333333,-0.0244124777619048,1.04150773894737,0.00442161789473684,1.03495595173684,-0.0529430566842105,0.919769511181818,0.0744082367727273,0.907213271181818,-0.0954109218181818,1.07986542889474,0.0764862325789474,1.05069018852632,-0.138776744684211,0.948268894210526,-0.0680437866842105,0.892597955210526,-0.294270307947368,0.956103480047619,0.329632785142857,0.74932386747619,-0.446583409142857,1.20341202447059,0.620399232352941,0.804806708705882,-0.631915668470588,1.07241660880952,0.732315845,0.452689452904762,-0.635075343238095,1.10880605740909,0.749397241909091,0.424866119136364,-0.693546401636364
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994104249266667,0.0060265014,0.9897218524,-0.0905612854,1.13061670484211,0.151007301736842,1.09338078026316,-0.158699882631579,0.941107703,0.148638885666667,0.918105679142857,-0.0766647719047619,1.01112066466667,0.0400636014285714,0.998735870333333,-0.0244124777619048,1.04150773894737,0.00442161789473684,1.03495595173684,-0.0529430566842105,0.919769511181818,0.0744082367727273,0.907213271181818,-0.0954109218181818,1.07986542889474,0.0764862325789474,1.05069018852632,-0.138776744684211,0.948268894210526,-0.0680437866842105,0.892597955210526,-0.294270307947368,0.956103480047619,0.329632785142857,0.74932386747619,-0.446583409142857,1.20341202447059,0.620399232352941,0.804806708705882,-0.631915668470588,1.07241660880952,0.732315845,0.452689452904762,-0.635075343238095,1.10880605740909,0.749397241909091,0.424866119136364,-0.693546401636364
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912738691357143,0.124928252071429,0.901185387357143,-0.0137912367142857,1.01112066466667,0.0400636014285714,0.998735870333333,-0.0244124777619048,1.04150773894737,0.00442161789473684,1.03495595173684,-0.0529430566842105,0.919769511181818,0.0744082367727273,0.907213271181818,-0.0954109218181818,1.07986542889474,0.0764862325789474,1.05069018852632,-0.138776744684211,0.948268894210526,-0.0680437866842105,0.892597955210526,-0.294270307947368,0.956103480047619,0.329632785142857,0.74932386747619,-0.446583409142857,1.20341202447059,0.620399232352941,0.804806708705882,-0.631915668470588,1.07241660880952,0.732315845,0.452689452904762,-0.635075343238095,1.10880605740909,0.749397241909091,0.424866119136364,-0.693546401636364
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.219630278,0.0990442412,1.2016483612,-0.067110334,0.919769511181818,0.0744082367727273,0.907213271181818,-0.0954109218181818,1.07986542889474,0.0764862325789474,1.05069018852632,-0.138776744684211,0.948268894210526,-0.0680437866842105,0.892597955210526,-0.294270307947368,0.956103480047619,0.329632785142857,0.74932386747619,-0.446583409142857,1.20341202447059,0.620399232352941,0.804806708705882,-0.631915668470588,1.07241660880952,0.732315845,0.452689452904762,-0.635075343238095,1.10880605740909,0.749397241909091,0.424866119136364,-0.693546401636364
